POLY_ID,CMP_ID,POLY_RATING,CMP,PERCENT,CMP_CLASS,CLIMATE_POINTS,CLIMATE_CLASS,PROVINCE,SOIL_CODE,SOIL_NAME,SOIL_POINTS,SOIL_CLASS,LANDSCAPE_POINTS,LANDSCAPE_CLASS
BCC0115000952,BC50009522,3VT(10),2,30,4,82,1,BC,PDV,sv~~~,43,4,64,2
BCC0115000953,BC50009531,5W(7) - 7V(3),1,70,5,82,1,BC,HRO,d~~~~,22,5,100,1
BCC0115000953,BC50009532,5W(7) - 7V(3),2,30,7,82,1,BC,SMR,~~~~~,0,7,100,1
BCC0115000954,BC50009541,7V(7) - 5W(3),1,50,7,82,1,BC,SMR,~~~~~,0,7,100,1
BCC0115000954,BC50009542,7V(7) - 5W(3),2,30,5,82,1,BC,HRO,d~~~~,22,5,100,1
BCC0115000954,BC50009543,7V(7) - 5W(3),3,20,4,82,1,BC,SUH,~~~~~,34,4,100,1
BCC0115000955,BC50009551,6MV(10),1,100,6,82,1,BC,CUB,~~~~~,13,6,94,1
BCC0115000956,BC50009561,3V(10),1,100,3,78,2,BC,KNY,~~~~~,51,3,94,1
BCC0115000957,BC50009571,3WV(10),1,60,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115000957,BC50009572,3WV(10),2,40,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115000958,BC50009581,5MV(10),1,100,5,78,2,BC,CUB,~~~~~,23,5,100,1
BCC0115000959,BC50009591,3V(10),1,100,3,78,2,BC,KNY,~~~~~,51,3,94,1
BCC0115000960,BC50009601,3V(10),1,100,3,86,1,BC,KNY,~~~~~,49,3,100,1
BCC0115000961,BC50009611,6WV(10),1,100,6,81,1,BC,GUH,sad~~,14,6,100,1
BCC0115000962,BC50009621,6V(10),1,100,6,78,2,BC,WHC,~~~~~,14,6,94,1
BCC0115000963,BC50009631,4WV(10),1,60,4,78,2,BC,BTS,sv~~~,39,4,100,1
BCC0115000963,BC50009632,4WV(10),2,40,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115000964,BC50009641,7WV(10),1,70,7,82,1,BC,JUD,~~~~~,1,7,100,1
BCC0115000964,BC50009642,7WV(10),2,30,7,82,1,BC,CKS,~~~~~,2,7,100,1
BCC0115000966,BC50009661,7WV(10),1,60,6,78,2,BC,HRO,~~~~~,11,6,100,1
BCC0115000966,BC50009662,7WV(10),2,40,7,78,2,BC,JUD,~~~~~,1,7,100,1
BCC0115000968,BC50009681,3WV(10),1,100,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115000969,BC50009691,7W(10),1,100,7,78,2,BC,GBS,d~~~~,2,7,100,1
BCC0115000971,BC50009711,6WN(10),1,100,6,81,1,BC,BSO,sad~~,11,6,100,1
BCC0115000972,BC50009721,6WN(10),1,100,6,81,1,BC,BSO,sad~~,11,6,100,1
BCC0115000973,BC50009731,6V(7) - 7WV(3),1,70,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115000973,BC50009732,6V(7) - 7WV(3),2,30,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115000974,BC50009741,6WV(10),1,100,6,81,1,BC,LDR,d~~~~,16,6,100,1
BCC0115000975,BC50009751,7VM(7) - 6W(3),1,70,7,67,2,BC,ISR,~~~~~,0,7,100,1
BCC0115000975,BC50009752,7VM(7) - 6W(3),2,30,6,67,2,BC,ELK,d~~~~,17,6,94,1
BCC0115000976,BC50009761,6MV(10),1,60,7,81,1,BC,TWW,~~~~~,0,7,97,1
BCC0115000976,BC50009762,6MV(10),2,40,4,81,1,BC,NPU,~~~~~,42,4,97,1
BCC0115000977,BC50009771,7WV(10),1,100,7,78,2,BC,RSS,d~~~~,7,7,100,1
BCC0115000978,BC50009781,3WV(10),1,100,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115000979,BC50009791,3TV(10),1,70,3,83,1,BC,MBH,~~~~~,57,3,50,3
BCC0115000979,BC50009792,3TV(10),2,30,3,83,1,BC,RYD,~~~~~,90,1,50,3
BCC0115000980,BC50009801,7VM(10),1,100,7,67,2,BC,ISR,~~~~~,0,7,88,1
BCC0115000981,BC50009811,6MV(10),1,70,7,81,1,BC,TWW,~~~~~,0,7,100,1
BCC0115000981,BC50009812,6MV(10),2,30,4,81,1,BC,NPU,~~~~~,42,4,100,1
BCC0115000982,BC50009821,6WV(10),1,100,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115000983,BC50009831,3V(10),1,70,3,78,2,BC,LKM,~~~~~,52,3,100,1
BCC0115000983,BC50009832,3V(10),2,30,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115000984,BC50009841,7WV(6) - 4VW(4),1,60,7,78,2,BC,LHM,d~~~~,6,7,94,1
BCC0115000984,BC50009842,7WV(6) - 4VW(4),2,40,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115000985,BC50009851,6W(10),1,100,6,78,2,BC,DIX,d~~~~,16,6,100,1
BCC0115000987,BC50009871,7VTM(10),1,100,7,82,1,BC,BOS,~~~~~,0,7,47,3
BCC0115000988,BC50009881,4MV(10),1,100,4,82,1,BC,SUH,~~~~~,34,4,100,1
BCC0115000989,BC50009891,7VM(7) - 6W(3),1,70,7,67,2,BC,ISR,~~~~~,0,7,88,1
BCC0115000989,BC50009892,7VM(7) - 6W(3),2,30,6,67,2,BC,ELK,d~~~~,17,6,100,1
BCC0115000991,BC50009911,4V(6) - 6V(4),1,60,4,78,2,BC,NCH,~~~~~,31,4,90,1
BCC0115000991,BC50009912,4V(6) - 6V(4),2,40,6,78,2,BC,WHC,~~~~~,14,6,90,1
BCC0115000992,BC50009921,7VW(10),1,70,7,82,1,BC,LHM,~~~~~,4,7,100,1
BCC0115000992,BC50009922,7VW(10),2,30,7,82,1,BC,RSS,~~~~~,0,7,100,1
BCC0115000993,BC50009931,1(10),1,100,1,82,1,BC,RYD,~~~~~,86,1,100,1
BCC0115000995,BC50009951,5VM(10),1,70,5,78,2,BC,CUB,~~~~~,23,5,80,1
BCC0115000995,BC50009952,5VM(10),2,30,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115000996,BC50009961,5MV(10),1,100,5,78,2,BC,CUB,~~~~~,23,5,94,1
BCC0115000997,BC50009971,5VM(5) - 7WV(5),1,50,7,78,2,BC,LHM,d~~~~,6,7,100,1
BCC0115000997,BC50009972,5VM(5) - 7WV(5),2,30,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115000997,BC50009973,5VM(5) - 7WV(5),3,20,5,78,2,BC,CUB,~~~~~,23,5,94,1
BCC0115000998,BC50009981,7TV(10),1,100,7,78,2,BC,NCH,~~~~~,31,4,8,7
BCC0115000999,BC50009991,6W(10),1,100,6,86,1,BC,DIX,dsv~~,17,6,100,1
BCC0115001000,BC50010001,3VM(10),1,100,3,78,2,BC,SUH,~~~~~,45,3,100,1
BCC0115001001,BC50010011,3V(10),1,100,3,78,2,BC,LKM,sv~~~,58,3,100,1
BCC0115001002,BC50010021,7VW(10),1,100,7,81,1,BC,DLT,sad~~,0,7,100,1
BCC0115001003,BC50010031,6W(10),1,70,6,86,1,BC,DIX,d~~~~,17,6,100,1
BCC0115001003,BC50010032,6W(10),2,30,6,86,1,BC,DIX,dsv~~,17,6,100,1
BCC0115001004,BC50010041,7WV(10),1,100,7,78,2,BC,SCT,~~~~~,5,7,100,1
BCC0115001005,BC50010051,3W(10),1,100,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115001006,BC50010061,7WV(6) - 4V(4),1,60,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001006,BC50010062,7WV(6) - 4V(4),2,40,4,78,2,BC,NCH,~~~~~,31,4,90,1
BCC0115001007,BC50010071,4VM(10),1,60,5,78,2,BC,CUB,~~~~~,23,5,94,1
BCC0115001007,BC50010072,4VM(10),2,40,4,78,2,BC,ABF,~~~~~,44,4,100,1
BCC0115001008,BC50010081,2T(10),1,100,2,82,1,BC,LZE,~~~~~,74,2,80,1
BCC0115001009,BC50010091,4VW(6) - 7WV(4),1,60,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115001009,BC50010092,4VW(6) - 7WV(4),2,40,7,78,2,BC,LHM,d~~~~,6,7,100,1
BCC0115001010,BC50010101,7VW(10),1,100,7,82,1,BC,CKS,~~~~~,2,7,100,1
BCC0115001011,BC50010111,3VT(10),1,70,3,82,1,BC,PDV,~~~~~,52,3,80,1
BCC0115001011,BC50010112,3VT(10),2,30,4,82,1,BC,PDV,sv~~~,43,4,64,2
BCC0115001012,BC50010121,5VM(10),1,60,5,78,2,BC,CUB,~~~~~,23,5,94,1
BCC0115001012,BC50010122,5VM(10),2,40,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115001013,BC50010131,3V(8) - 4V(2),1,60,3,82,1,BC,LXT,~~~~~,55,3,94,1
BCC0115001013,BC50010132,3V(8) - 4V(2),2,20,4,82,1,BC,ABF,~~~~~,38,4,94,1
BCC0115001013,BC50010133,3V(8) - 4V(2),3,20,3,82,1,BC,MBH,~~~~~,53,3,94,1
BCC0115001014,BC50010141,7WV(10),1,70,7,82,1,BC,RSS,d~~~~,7,7,100,1
BCC0115001014,BC50010142,7WV(10),2,30,7,82,1,BC,JUD,d~~~~,1,7,100,1
BCC0115001015,BC50010151,6WV(10),1,100,6,82,1,BC,HRO,~~~~~,12,6,100,1
BCC0115001016,BC50010161,5VM(10),1,70,5,78,2,BC,CUB,~~~~~,23,5,80,1
BCC0115001016,BC50010162,5VM(10),2,30,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115001017,BC50010171,6WV(7) - 3W(3),1,70,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001017,BC50010172,6WV(7) - 3W(3),2,30,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115001019,BC50010191,7VW(10),1,100,7,82,1,BC,CKS,~~~~~,2,7,100,1
BCC0115001020,BC50010201,7VW(10),1,100,7,82,1,BC,CKS,~~~~~,2,7,100,1
BCC0115001021,BC50010211,7WV(10),1,100,7,78,2,BC,LHM,d~~~~,6,7,100,1
BCC0115001022,BC50010221,7W(10),1,100,7,78,2,BC,JUD,d~~~~,1,7,100,1
BCC0115001023,BC50010231,5VM(5) - 7VW(5),1,50,7,78,2,BC,LHM,~~~~~,4,7,100,1
BCC0115001023,BC50010232,5VM(5) - 7VW(5),2,30,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115001023,BC50010233,5VM(5) - 7VW(5),3,20,5,78,2,BC,CUB,~~~~~,23,5,94,1
BCC0115001024,BC50010241,4VW(6) - 7WV(4),1,60,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115001024,BC50010242,4VW(6) - 7WV(4),2,40,7,78,2,BC,LHM,d~~~~,6,7,100,1
BCC0115001025,BC50010251,3WV(7) - 6WV(3),1,70,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001025,BC50010252,3WV(7) - 6WV(3),2,30,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001026,BC50010261,5VM(10),1,70,5,78,2,BC,CUB,~~~~~,23,5,100,1
BCC0115001026,BC50010262,5VM(10),2,30,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115001027,BC50010271,4VW(7) - 7WV(3),1,70,4,82,1,BC,DFH,~~~~~,30,4,100,1
BCC0115001027,BC50010272,4VW(7) - 7WV(3),2,30,7,82,1,BC,LHM,d~~~~,6,7,100,1
BCC0115001028,BC50010281,7VM(10),1,100,7,81,1,BC,TWW,~~~~~,0,7,100,1
BCC0115001029,BC50010291,6V(10),1,100,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001030,BC50010301,3V(10),1,100,3,78,2,BC,LKM,sv~~~,58,3,94,1
BCC0115001031,BC50010311,2T(10),1,100,2,82,1,BC,RYD,~~~~~,86,1,73,2
BCC0115001032,BC50010321,6WV(10),1,100,6,81,1,BC,GUH,sad~~,14,6,100,1
BCC0115001033,BC50010331,5V(8) - 7WV(2),1,50,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001033,BC50010332,5V(8) - 7WV(2),2,30,3,78,2,BC,SUH,~~~~~,45,3,100,1
BCC0115001033,BC50010333,5V(8) - 7WV(2),3,20,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001034,BC50010341,7WV(7) - 6V(3),1,70,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001034,BC50010342,7WV(7) - 6V(3),2,30,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001035,BC50010351,3V(10),1,100,3,82,1,BC,MBH,~~~~~,53,3,100,1
BCC0115001036,BC50010361,7W(10),1,100,7,78,2,BC,JUD,~~~~~,1,7,100,1
BCC0115001038,BC50010381,7V(7) - 7WV(3),1,70,7,82,1,BC,WHC,~~~~~,7,7,100,1
BCC0115001038,BC50010382,7V(7) - 7WV(3),2,30,7,82,1,BC,SCT,d~~~~,5,7,100,1
BCC0115001039,BC50010391,6W(10),1,60,6,78,2,BC,DIX,dsv~~,16,6,100,1
BCC0115001039,BC50010392,6W(10),2,40,6,78,2,BC,DIX,d~~~~,16,6,100,1
BCC0115001040,BC50010401,7WV(10),1,100,7,78,2,BC,SCT,~~~~~,5,7,100,1
BCC0115001042,BC50010421,6WN(10),1,100,6,81,1,BC,SPF,sad~~,16,6,100,1
BCC0115001043,BC50010431,7TV(10),1,100,7,78,2,BC,NCH,~~~~~,31,4,8,7
BCC0115001044,BC50010441,5VT(10),1,60,6,78,2,BC,WHC,~~~~~,14,6,28,5
BCC0115001044,BC50010442,5VT(10),2,40,5,78,2,BC,NCH,~~~~~,31,4,28,5
BCC0115001045,BC50010451,6WV(10),1,70,7,82,1,BC,SCT,d~~~~,5,7,100,1
BCC0115001045,BC50010452,6WV(10),2,30,5,82,1,BC,HRO,d~~~~,22,5,100,1
BCC0115001046,BC50010461,7VM(8) - 7WV(2),1,40,7,82,1,BC,WHC,~~~~~,7,7,100,1
BCC0115001046,BC50010462,7VM(8) - 7WV(2),2,40,7,82,1,BC,BOS,~~~~~,0,7,94,1
BCC0115001046,BC50010463,7VM(8) - 7WV(2),3,20,7,82,1,BC,BOY,~~~~~,5,7,94,1
BCC0115001047,BC50010471,6W(10),1,100,6,81,1,BC,CCT,d~~~~,17,6,100,1
BCC0115001048,BC50010481,6WN(10),1,100,6,81,1,BC,SPF,sad~~,16,6,100,1
BCC0115001049,BC50010491,3W(7) - 6WV(3),1,70,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115001049,BC50010492,3W(7) - 6WV(3),2,30,6,78,2,BC,VDD,d~~~~,14,6,100,1
BCC0115001050,BC50010501,3W(10),1,100,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115001051,BC50010511,7WV(10),1,100,7,78,2,BC,LHM,d~~~~,6,7,100,1
BCC0115001053,BC50010531,7WV(10),1,100,7,78,2,BC,SCT,~~~~~,5,7,100,1
BCC0115001055,BC50010551,7WV(10),1,70,7,78,2,BC,RSS,d~~~~,7,7,100,1
BCC0115001055,BC50010552,7WV(10),2,30,7,78,2,BC,LHM,d~~~~,6,7,100,1
BCC0115001056,BC50010561,3V(10),1,100,3,78,2,BC,KNY,~~~~~,51,3,94,1
BCC0115001057,BC50010571,7VM(10),1,100,7,81,1,BC,TWW,~~~~~,0,7,94,1
BCC0115001058,BC50010581,6V(6) - 7WV(4),1,60,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001058,BC50010582,6V(6) - 7WV(4),2,40,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001059,BC50010591,4VW(10),1,100,4,82,1,BC,DFH,~~~~~,30,4,100,1
BCC0115001060,BC50010601,4TV(10),1,60,3,82,1,BC,PDV,~~~~~,52,3,55,3
BCC0115001060,BC50010602,4TV(10),2,40,5,82,1,BC,PDV,sv~~~,43,4,27,5
BCC0115001061,BC50010611,3WV(10),1,100,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001062,BC50010621,3V(10),1,100,3,78,2,BC,KNY,~~~~~,51,3,94,1
BCC0115001064,BC50010641,5V(7) - 7WV(3),1,50,6,78,2,BC,WHC,~~~~~,14,6,94,1
BCC0115001064,BC50010642,5V(7) - 7WV(3),2,30,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001064,BC50010643,5V(7) - 7WV(3),3,20,3,78,2,BC,SUH,~~~~~,45,3,94,1
BCC0115001065,BC50010651,4TV(10),1,60,3,82,1,BC,PDV,~~~~~,52,3,55,3
BCC0115001065,BC50010652,4TV(10),2,40,5,82,1,BC,PDV,sv~~~,43,4,27,5
BCC0115001070,BC50010701,5VM(10),1,60,5,78,2,BC,CUB,~~~~~,23,5,94,1
BCC0115001070,BC50010702,5VM(10),2,40,4,78,2,BC,DFH,~~~~~,32,4,94,1
BCC0115001071,BC50010711,2VT(10),1,70,3,83,1,BC,MBH,~~~~~,57,3,80,1
BCC0115001071,BC50010712,2VT(10),2,30,1,83,1,BC,RYD,~~~~~,90,1,80,1
BCC0115001072,BC50010721,3VW(10),1,70,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001072,BC50010722,3VW(10),2,30,3,78,2,BC,LKM,sv~~~,58,3,94,1
BCC0115001074,BC50010741,4MV(10),1,100,4,82,1,BC,SUH,~~~~~,34,4,100,1
BCC0115001075,BC50010751,6VT(7) - 7WV(3),1,70,6,78,2,BC,WHC,~~~~~,14,6,80,1
BCC0115001075,BC50010752,6VT(7) - 7WV(3),2,30,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001076,BC50010761,7TV(10),1,100,7,82,1,BC,PDV,sv~~~,43,4,7,7
BCC0115001077,BC50010771,5MV(10),1,100,5,78,2,BC,CUB,~~~~~,23,5,94,1
BCC0115001078,BC50010781,7V(8) - 7WV(2),1,50,7,82,1,BC,WHC,~~~~~,7,7,100,1
BCC0115001078,BC50010782,7V(8) - 7WV(2),2,30,7,82,1,BC,BOS,~~~~~,0,7,94,1
BCC0115001078,BC50010783,7V(8) - 7WV(2),3,20,7,82,1,BC,SCT,d~~~~,5,7,100,1
BCC0115001079,BC50010791,7VW(10),1,100,7,81,1,BC,DLT,sad~~,0,7,100,1
BCC0115001080,BC50010801,3V(10),1,100,3,82,1,BC,MBH,~~~~~,53,3,100,1
BCC0115001081,BC50010811,6V(10),1,70,6,78,2,BC,WHC,~~~~~,14,6,94,1
BCC0115001081,BC50010812,6V(10),2,30,4,78,2,BC,NCH,~~~~~,31,4,90,1
BCC0115001082,BC50010821,6MV(10),1,100,6,78,2,BC,SDS,~~~~~,15,6,100,1
BCC0115001083,BC50010831,7VW(10),1,100,7,81,1,BC,MHW,d~~~~,1,7,100,1
BCC0115001084,BC50010841,3W(6) - 6WV(4),1,60,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115001084,BC50010842,3W(6) - 6WV(4),2,40,6,78,2,BC,VDD,d~~~~,14,6,100,1
BCC0115001085,BC50010851,5W(7) - 3VM(3),1,70,5,78,2,BC,HRO,d~~~~,21,5,100,1
BCC0115001085,BC50010852,5W(7) - 3VM(3),2,30,3,78,2,BC,SUH,~~~~~,45,3,100,1
BCC0115001086,BC50010861,4VW(7) - 7WV(3),1,70,4,82,1,BC,DFH,~~~~~,30,4,94,1
BCC0115001086,BC50010862,4VW(7) - 7WV(3),2,30,7,82,1,BC,LHM,d~~~~,6,7,100,1
BCC0115001087,BC50010871,5VM(10),1,70,6,82,1,BC,CUB,~~~~~,19,6,94,1
BCC0115001087,BC50010872,5VM(10),2,30,4,82,1,BC,ABF,~~~~~,38,4,94,1
BCC0115001088,BC50010881,3VT(10),1,100,3,83,1,BC,MBH,~~~~~,57,3,80,1
BCC0115001089,BC50010891,6WV(10),1,100,6,78,2,BC,HRO,~~~~~,11,6,100,1
BCC0115001090,BC50010901,3MTV(10),1,100,3,82,1,BC,LXT,~~~~~,55,3,80,1
BCC0115001091,BC50010911,3VM(6) - 6V(4),1,60,3,78,2,BC,SUH,~~~~~,45,3,94,1
BCC0115001091,BC50010912,3VM(6) - 6V(4),2,40,6,78,2,BC,WHC,~~~~~,14,6,94,1
BCC0115001092,BC50010921,NR(10),1,100,NR,78,2,BC,$GP,~~~~~,,NotRated,7,7
BCC0115001093,BC50010931,7WV(7) - 6V(3),1,70,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001093,BC50010932,7WV(7) - 6V(3),2,30,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001094,BC50010941,6MV(10),1,100,6,78,2,BC,SDS,~~~~~,15,6,100,1
BCC0115001096,BC50010961,5VT(7) - 7WV(3),1,70,5,82,1,BC,NCH,~~~~~,26,5,28,5
BCC0115001096,BC50010962,5VT(7) - 7WV(3),2,30,7,82,1,BC,RSS,~~~~~,0,7,100,1
BCC0115001097,BC50010971,3WV(7) - 6WV(3),1,70,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001097,BC50010972,3WV(7) - 6WV(3),2,30,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001098,BC50010981,6W(10),1,100,6,78,2,BC,ELK,d~~~~,17,6,100,1
BCC0115001099,BC50010991,NR(10),1,100,NR,82,1,BC,$GP,~~~~~,,NotRated,7,7
BCC0115001100,BC50011001,5MTV(6) - 7VPT(4),1,60,5,78,2,BC,CUB,~~~~~,23,5,75,2
BCC0115001100,BC50011002,5MTV(6) - 7VPT(4),2,40,7,78,2,BC,BOS,~~~~~,0,7,64,2
BCC0115001101,BC50011011,7WV(6) - 6V(4),1,60,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001101,BC50011012,7WV(6) - 6V(4),2,40,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001102,BC50011021,7WV(10),1,100,7,78,2,BC,RSS,~~~~~,0,7,100,1
BCC0115001103,BC50011031,7WV(10),1,100,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001104,BC50011041,7VM(8) - 7WV(2),1,80,7,82,1,BC,BOS,~~~~~,0,7,85,1
BCC0115001104,BC50011042,7VM(8) - 7WV(2),2,20,7,82,1,BC,BOY,~~~~~,5,7,94,1
BCC0115001105,BC50011051,7VM(10),1,100,7,67,2,BC,ISR,~~~~~,0,7,88,1
BCC0115001106,BC50011061,4V(10),1,100,4,78,2,BC,ABF,~~~~~,44,4,100,1
BCC0115001107,BC50011071,3WV(10),1,100,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001108,BC50011081,3VT(4) - 4VT(3) - 7VW(3),1,40,3,82,1,BC,MBH,~~~~~,53,3,80,1
BCC0115001108,BC50011082,3VT(4) - 4VT(3) - 7VW(3),2,30,4,82,1,BC,ABF,~~~~~,38,4,50,3
BCC0115001108,BC50011083,3VT(4) - 4VT(3) - 7VW(3),3,30,7,82,1,BC,CKS,~~~~~,2,7,100,1
BCC0115001109,BC50011091,NR(10),1,100,NR,82,1,BC,$GP,~~~~~,,NotRated,7,7
BCC0115001110,BC50011101,3V(7) - 4V(3),1,70,3,82,1,BC,MBH,~~~~~,53,3,100,1
BCC0115001110,BC50011102,3V(7) - 4V(3),2,30,4,82,1,BC,ABF,~~~~~,38,4,100,1
BCC0115001111,BC50011111,3WV(10),1,100,3,83,1,BC,BTS,~~~~~,50,3,100,1
BCC0115001112,BC50011121,3VW(10),1,60,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001112,BC50011122,3VW(10),2,40,3,78,2,BC,LKM,~~~~~,52,3,100,1
BCC0115001113,BC50011131,6WV(6) - 3WV(4),1,60,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001113,BC50011132,6WV(6) - 3WV(4),2,40,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001115,BC50011151,6W(10),1,100,6,78,2,BC,DIX,d~~~~,16,6,100,1
BCC0115001116,BC50011161,7MV(10),1,100,7,82,1,BC,LYN,~~~~~,0,7,100,1
BCC0115001118,BC50011181,6WV(10),1,60,6,81,1,BC,LDR,d~~~~,16,6,100,1
BCC0115001118,BC50011182,6WV(10),2,40,6,81,1,BC,GUH,sad~~,14,6,100,1
BCC0115001120,BC50011201,6WV(6) - 4VW(4),1,60,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001120,BC50011202,6WV(6) - 4VW(4),2,40,4,78,2,BC,FDD,~~~~~,30,4,100,1
BCC0115001121,BC50011211,3VM(6) - 6V(4),1,60,3,78,2,BC,SUH,~~~~~,45,3,100,1
BCC0115001121,BC50011212,3VM(6) - 6V(4),2,40,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001122,BC50011221,3V(10),1,100,3,78,2,BC,LKM,~~~~~,52,3,100,1
BCC0115001123,BC50011231,7WV(10),1,60,7,82,1,BC,BOY,~~~~~,5,7,94,1
BCC0115001123,BC50011232,7WV(10),2,40,6,82,1,BC,HRO,~~~~~,12,6,100,1
BCC0115001125,BC50011251,1T(7) - 3MTV(3),1,40,1,82,1,BC,RYD,~~~~~,86,1,80,1
BCC0115001125,BC50011252,1T(7) - 3MTV(3),2,30,2,82,1,BC,LZE,~~~~~,74,2,80,1
BCC0115001125,BC50011253,1T(7) - 3MTV(3),3,30,3,82,1,BC,LXT,~~~~~,55,3,80,1
BCC0115001126,BC50011261,7WV(10),1,60,7,82,1,BC,JUD,~~~~~,1,7,100,1
BCC0115001126,BC50011262,7WV(10),2,40,7,82,1,BC,RSS,~~~~~,0,7,100,1
BCC0115001127,BC50011271,7WV(6) - 4VW(4),1,60,7,78,2,BC,LHM,d~~~~,6,7,100,1
BCC0115001127,BC50011272,7WV(6) - 4VW(4),2,40,4,78,2,BC,DFH,~~~~~,32,4,100,1
BCC0115001128,BC50011281,3V(10),1,100,3,78,2,BC,LKM,sv~~~,58,3,90,1
BCC0115001129,BC50011291,6WV(10),1,100,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001130,BC50011301,5MV(10),1,100,5,78,2,BC,CUB,~~~~~,23,5,100,1
BCC0115001131,BC50011311,4VW(7) - 7VW(3),1,70,4,82,1,BC,DFH,~~~~~,30,4,100,1
BCC0115001131,BC50011312,4VW(7) - 7VW(3),2,30,7,82,1,BC,CKS,d~~~~,2,7,100,1
BCC0115001132,BC50011321,7MV(10),1,100,7,82,1,BC,LYN,~~~~~,0,7,100,1
BCC0115001134,BC50011341,4V(10),1,100,4,82,1,BC,ABF,~~~~~,38,4,100,1
BCC0115001135,BC50011351,6WN(10),1,100,6,81,1,BC,SPF,sad~~,16,6,100,1
BCC0115001136,BC50011361,4WV(6) - 6WV(4),1,40,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001136,BC50011362,4WV(6) - 6WV(4),2,40,4,78,2,BC,FDD,~~~~~,30,4,100,1
BCC0115001136,BC50011363,4WV(6) - 6WV(4),3,20,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001139,BC50011391,7WV(10),1,100,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001140,BC50011401,3V(10),1,100,3,78,2,BC,LKM,sv~~~,58,3,90,1
BCC0115001141,BC50011411,7WV(10),1,70,7,78,2,BC,RSS,d~~~~,7,7,100,1
BCC0115001141,BC50011412,7WV(10),2,30,7,78,2,BC,JUD,d~~~~,1,7,100,1
BCC0115001142,BC50011421,3V(10),1,70,3,78,2,BC,LKM,~~~~~,52,3,100,1
BCC0115001142,BC50011422,3V(10),2,30,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001143,BC50011431,7VW(10),1,100,7,82,1,BC,CKS,~~~~~,2,7,100,1
BCC0115001144,BC50011441,7WV(10),1,100,7,78,2,BC,SCT,d~~~~,5,7,100,1
